"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: dataset","Param: stringManipulation"
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.count","thrpt",1,10,"558,000000",NaN,"counts",devel_1_000_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.time","thrpt",1,10,"1144,000000",NaN,"ms",devel_1_000_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df","thrpt",1,10,"53,153350","0,543784","ops/s",devel_1_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"605,922125","6,269024","MB/sec",devel_1_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"12576131,320401","355,023076","B/op",devel_1_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Eden_Space","thrpt",1,10,"602,887093","6,059111","MB/sec",devel_1_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"12513326,686387","105185,688443","B/op",devel_1_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Survivor_Space","thrpt",1,10,"1,121789","0,312803","MB/sec",devel_1_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"23290,464376","6546,244157","B/op",devel_1_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.count","thrpt",1,10,"694,000000",NaN,"counts",devel_1_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.time","thrpt",1,10,"1287,000000",NaN,"ms",devel_1_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df","thrpt",1,10,"30,148899","0,293461","ops/s",devel_1_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"405,154055","3,980114","MB/sec",devel_1_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"14823746,358695","779,191475","B/op",devel_1_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Eden_Space","thrpt",1,10,"401,302927","4,337988","MB/sec",devel_1_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"14683001,153155","128018,182301","B/op",devel_1_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Survivor_Space","thrpt",1,10,"0,887493","0,472435","MB/sec",devel_1_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"32483,030258","17308,092876","B/op",devel_1_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.count","thrpt",1,10,"562,000000",NaN,"counts",devel_1_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.time","thrpt",1,10,"1114,000000",NaN,"ms",devel_1_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df","thrpt",1,10,"43,570986","0,393018","ops/s",devel_1_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"534,615665","4,828191","MB/sec",devel_1_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"13535677,298503","488,036487","B/op",devel_1_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Eden_Space","thrpt",1,10,"531,385624","5,451286","MB/sec",devel_1_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"13454015,278907","111039,273116","B/op",devel_1_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Survivor_Space","thrpt",1,10,"0,985419","0,217102","MB/sec",devel_1_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"24958,366849","5589,729867","B/op",devel_1_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.count","thrpt",1,10,"648,000000",NaN,"counts",devel_1_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.time","thrpt",1,10,"1203,000000",NaN,"ms",devel_1_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df","thrpt",1,10,"3,086488","0,027549","ops/s",devel_10_000_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"385,436128","3,632492","MB/sec",devel_10_000_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"139438512,221774","88361,159229","B/op",devel_10_000_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Eden_Space","thrpt",1,10,"380,337064","6,903768","MB/sec",devel_10_000_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"137594946,064516","2316680,672184","B/op",devel_10_000_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Survivor_Space","thrpt",1,10,"1,200195","0,409769","MB/sec",devel_10_000_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"434592,712097","150939,340802","B/op",devel_10_000_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.count","thrpt",1,10,"370,000000",NaN,"counts",devel_10_000_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.time","thrpt",1,10,"1824,000000",NaN,"ms",devel_10_000_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df","thrpt",1,10,"5,251592","0,037736","ops/s",devel_10_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"571,540725","4,196090","MB/sec",devel_10_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"121540199,166909","23581,522114","B/op",devel_10_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Eden_Space","thrpt",1,10,"567,713383","5,195413","MB/sec",devel_10_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"120728079,307983","1232359,904870","B/op",devel_10_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Survivor_Space","thrpt",1,10,"3,347174","0,580387","MB/sec",devel_10_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"711799,907402","123078,763270","B/op",devel_10_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.count","thrpt",1,10,"424,000000",NaN,"counts",devel_10_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.time","thrpt",1,10,"2129,000000",NaN,"ms",devel_10_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df","thrpt",1,10,"2,997808","0,029362","ops/s",devel_10_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"393,348277","4,175297","MB/sec",devel_10_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"146552554,649462","115371,661183","B/op",devel_10_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Eden_Space","thrpt",1,10,"386,735598","5,884721","MB/sec",devel_10_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"144092044,166882","2202452,680585","B/op",devel_10_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Survivor_Space","thrpt",1,10,"1,416428","0,980618","MB/sec",devel_10_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"528635,045161","369348,171668","B/op",devel_10_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.count","thrpt",1,10,"361,000000",NaN,"counts",devel_10_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.time","thrpt",1,10,"1738,000000",NaN,"ms",devel_10_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df","thrpt",1,10,"4,428820","0,072172","ops/s",devel_10_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"522,170743","8,515400","MB/sec",devel_10_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"131732182,075556","44071,678134","B/op",devel_10_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Eden_Space","thrpt",1,10,"513,538487","11,638208","MB/sec",devel_10_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"129551247,049697","1425171,805590","B/op",devel_10_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Survivor_Space","thrpt",1,10,"2,983488","0,407292","MB/sec",devel_10_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"753168,587475","111354,479028","B/op",devel_10_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.count","thrpt",1,10,"421,000000",NaN,"counts",devel_10_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.time","thrpt",1,10,"2005,000000",NaN,"ms",devel_10_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df","thrpt",1,10,"0,303011","0,001770","ops/s",devel_100_000_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"426,090256","2,504958","MB/sec",devel_100_000_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"1667670343,200000","18493,383229","B/op",devel_100_000_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Eden_Space","thrpt",1,10,"411,658356","12,099065","MB/sec",devel_100_000_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"1611163238,400000","44399115,487423","B/op",devel_100_000_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Survivor_Space","thrpt",1,10,"2,034456","0,434637","MB/sec",devel_100_000_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"7961857,400000","1692330,721720","B/op",devel_100_000_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.count","thrpt",1,10,"246,000000",NaN,"counts",devel_100_000_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.time","thrpt",1,10,"5033,000000",NaN,"ms",devel_100_000_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df","thrpt",1,10,"0,467893","0,002846","ops/s",devel_100_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"553,124427","3,044270","MB/sec",devel_100_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"1439481585,440000","5390,067297","B/op",devel_100_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Eden_Space","thrpt",1,10,"535,905318","11,052095","MB/sec",devel_100_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"1394668994,560000","27600587,784835","B/op",devel_100_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Survivor_Space","thrpt",1,10,"2,763960","0,545255","MB/sec",devel_100_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"7192939,200000","1413880,196928","B/op",devel_100_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.count","thrpt",1,10,"248,000000",NaN,"counts",devel_100_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.time","thrpt",1,10,"5612,000000",NaN,"ms",devel_100_000_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df","thrpt",1,10,"0,286979","0,003197","ops/s",devel_100_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"435,596574","4,357060","MB/sec",devel_100_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"1847240405,600000","28877,415193","B/op",devel_100_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Eden_Space","thrpt",1,10,"420,832686","14,112170","MB/sec",devel_100_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"1784571494,400000","52095832,617885","B/op",devel_100_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Survivor_Space","thrpt",1,10,"2,154134","0,485503","MB/sec",devel_100_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"9129513,066667","1996791,448787","B/op",devel_100_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.count","thrpt",1,10,"225,000000",NaN,"counts",devel_100_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.time","thrpt",1,10,"4157,000000",NaN,"ms",devel_100_000_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df","thrpt",1,10,"0,405250","0,002787","ops/s",devel_100_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"521,442867","2,822930","MB/sec",devel_100_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"1536784625,280000","7111,244302","B/op",devel_100_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Eden_Space","thrpt",1,10,"507,540112","13,213261","MB/sec",devel_100_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"1495814635,520000","38513176,315582","B/op",devel_100_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Survivor_Space","thrpt",1,10,"2,563888","0,528910","MB/sec",devel_100_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"7557335,360000","1566600,251916","B/op",devel_100_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.count","thrpt",1,10,"263,000000",NaN,"counts",devel_100_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.time","thrpt",1,10,"5807,000000",NaN,"ms",devel_100_000_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df","thrpt",1,10,"0,075768","0,000696","ops/s",test_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"549,287516","3,889557","MB/sec",test_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"10353250537,600000","18442,099259","B/op",test_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Eden_Space","thrpt",1,10,"532,536736","14,979796","MB/sec",test_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"10037284044,800000","249849703,644060","B/op",test_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Survivor_Space","thrpt",1,10,"4,396298","0,537052","MB/sec",test_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"82857111,200000","9965689,218118","B/op",test_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.count","thrpt",1,10,"248,000000",NaN,"counts",test_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.time","thrpt",1,10,"7745,000000",NaN,"ms",test_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df","thrpt",1,10,"0,124350","0,001099","ops/s",test_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"656,708705","5,357338","MB/sec",test_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"7163943913,200000","8838,225828","B/op",test_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Eden_Space","thrpt",1,10,"643,253603","8,481418","MB/sec",test_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"7017227878,400000","87057578,786494","B/op",test_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Survivor_Space","thrpt",1,10,"4,075828","0,834989","MB/sec",test_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"44460850,000000","9098136,597521","B/op",test_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.count","thrpt",1,10,"314,000000",NaN,"counts",test_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.time","thrpt",1,10,"11113,000000",NaN,"ms",test_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df","thrpt",1,10,"0,074148","0,000436","ops/s",test_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"553,177104","4,289118","MB/sec",test_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"10631295308,000000","14545,032974","B/op",test_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Eden_Space","thrpt",1,10,"530,983293","7,090966","MB/sec",test_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"10205265920,000000","196895156,913246","B/op",test_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Survivor_Space","thrpt",1,10,"4,400176","0,341235","MB/sec",test_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"84568384,000000","6619812,406242","B/op",test_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.count","thrpt",1,10,"250,000000",NaN,"counts",test_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.time","thrpt",1,10,"7927,000000",NaN,"ms",test_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df","thrpt",1,10,"0,109411","0,001160","ops/s",test_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"625,534411","6,855905","MB/sec",test_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"7550803324,800000","8129,712356","B/op",test_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Eden_Space","thrpt",1,10,"615,704144","11,903189","MB/sec",test_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"7432254259,200000","134698685,560703","B/op",test_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Survivor_Space","thrpt",1,10,"3,983076","0,705389","MB/sec",test_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"48077579,200000","8466182,434103","B/op",test_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.count","thrpt",1,10,"331,000000",NaN,"counts",test_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.time","thrpt",1,10,"11334,000000",NaN,"ms",test_id,stream_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df","thrpt",1,10,"0,008286","0,000149","ops/s",train_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"414,802421","35,731787","MB/sec",train_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"70484184860,800000","5423933014,104873","B/op",train_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Eden_Space","thrpt",1,10,"539,085988","12,036065","MB/sec",train_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"91619013427,200000","452778747,454957","B/op",train_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Old_Gen","thrpt",1,10,"2,134505","0,787725","MB/sec",train_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Old_Gen.norm","thrpt",1,10,"362329356,000000","129771562,667302","B/op",train_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Survivor_Space","thrpt",1,10,"3,959433","0,708868","MB/sec",train_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"673748956,000000","131045935,853823","B/op",train_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.count","thrpt",1,10,"1191,000000",NaN,"counts",train_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.time","thrpt",1,10,"53424,000000",NaN,"ms",train_id,foreach_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df","thrpt",1,10,"0,012647","0,000124","ops/s",train_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"601,122763","9,126378","MB/sec",train_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"75435579762,400000","65516782,245284","B/op",train_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Eden_Space","thrpt",1,10,"687,381432","10,221886","MB/sec",train_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"86260999782,400000","505587209,035882","B/op",train_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Old_Gen","thrpt",1,10,"2,548867","1,422635","MB/sec",train_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Old_Gen.norm","thrpt",1,10,"319553420,000000","177775424,753273","B/op",train_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Survivor_Space","thrpt",1,10,"4,889371","1,151970","MB/sec",train_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"614030594,400000","150203575,469464","B/op",train_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.count","thrpt",1,10,"1179,000000",NaN,"counts",train_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.time","thrpt",1,10,"53502,000000",NaN,"ms",train_id,foreach_apache
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df","thrpt",1,10,"0,007793","0,000477","ops/s",train_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"403,830806","19,234998","MB/sec",train_id,stream_java
"jv.microbenchmark.runners.tfidf.StreamSerialRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"71872946533,600000","62560383,468889","B/op",train_id,stream_java
