"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: buffer_size","Param: dataset","Param: n_threads","Param: stringManipulation"
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf","thrpt",1,10,"0,094572","0,001266","ops/s",1000,test,1,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.alloc.rate","thrpt",1,10,"26,304962","0,328951","MB/sec",1000,test,1,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.alloc.rate.norm","thrpt",1,10,"314896988,000000","1456,896421","B/op",1000,test,1,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.churn.G1_Eden_Space","thrpt",1,10,"313,723017","3,955512","MB/sec",1000,test,1,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"3755579801,600000","1108449,214457","B/op",1000,test,1,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.churn.G1_Old_Gen","thrpt",1,10,"1,839452","0,022999","MB/sec",1000,test,1,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.churn.G1_Old_Gen.norm","thrpt",1,10,"22020096,000000","0,000000","B/op",1000,test,1,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.churn.G1_Survivor_Space","thrpt",1,10,"0,056862","0,070084","MB/sec",1000,test,1,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"681574,400000","839692,265614","B/op",1000,test,1,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.count","thrpt",1,10,"30,000000",NaN,"counts",1000,test,1,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.time","thrpt",1,10,"1043,000000",NaN,"ms",1000,test,1,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·stack","thrpt",1,1,NaN,NaN,"---",1000,test,1,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf","thrpt",1,10,"0,187519","0,003320","ops/s",1000,test,2,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.alloc.rate","thrpt",1,10,"46,030833","0,760885","MB/sec",1000,test,2,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.alloc.rate.norm","thrpt",1,10,"277668639,200000","18712,586008","B/op",1000,test,2,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.churn.G1_Eden_Space","thrpt",1,10,"720,164200","11,885837","MB/sec",1000,test,2,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"4344197939,200000","1264378,805382","B/op",1000,test,2,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.churn.G1_Old_Gen","thrpt",1,10,"1,825203","0,030153","MB/sec",1000,test,2,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.churn.G1_Old_Gen.norm","thrpt",1,10,"11010048,000000","0,000000","B/op",1000,test,2,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.churn.G1_Survivor_Space","thrpt",1,10,"0,165053","0,101677","MB/sec",1000,test,2,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"996147,200000","613982,999171","B/op",1000,test,2,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.count","thrpt",1,10,"70,000000",NaN,"counts",1000,test,2,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.time","thrpt",1,10,"2410,000000",NaN,"ms",1000,test,2,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·stack","thrpt",1,1,NaN,NaN,"---",1000,test,2,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf","thrpt",1,10,"0,354825","0,002131","ops/s",1000,test,4,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.alloc.rate","thrpt",1,10,"81,076861","0,469798","MB/sec",1000,test,4,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.alloc.rate.norm","thrpt",1,10,"257451219,800000","69051,453678","B/op",1000,test,4,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.churn.G1_Eden_Space","thrpt",1,10,"1461,194065","8,611408","MB/sec",1000,test,4,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"4639870156,800000","1225832,259113","B/op",1000,test,4,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.churn.G1_Old_Gen","thrpt",1,10,"1,733649","0,010084","MB/sec",1000,test,4,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.churn.G1_Old_Gen.norm","thrpt",1,10,"5505024,000000","0,000000","B/op",1000,test,4,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.churn.G1_Survivor_Space","thrpt",1,10,"0,338444","0,076485","MB/sec",1000,test,4,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.churn.G1_Survivor_Space.norm","thrpt",1,10,"1074790,400000","243595,313607","B/op",1000,test,4,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.count","thrpt",1,10,"150,000000",NaN,"counts",1000,test,4,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.time","thrpt",1,10,"5125,000000",NaN,"ms",1000,test,4,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·stack","thrpt",1,1,NaN,NaN,"---",1000,test,4,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf","thrpt",1,10,"0,491976","0,004005","ops/s",1000,test,6,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.alloc.rate","thrpt",1,10,"109,020940","0,763252","MB/sec",1000,test,6,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.alloc.rate.norm","thrpt",1,10,"251601088,000000","74911,591558","B/op",1000,test,6,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.churn.G1_Eden_Space","thrpt",1,10,"2049,387350","14,537057","MB/sec",1000,test,6,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.churn.G1_Eden_Space.norm","thrpt",1,10,"4729623019,520000","654915,199115","B/op",1000,test,6,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.churn.G1_Old_Gen","thrpt",1,10,"1,908301","0,013624","MB/sec",1000,test,6,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.churn.G1_Old_Gen.norm","thrpt",1,10,"4404019,200000","0,000000","B/op",1000,test,6,foreach_apache
"jv.microbenchmark.runner.collections.ConcurrentCollectionsRunner.compute_tfidf:·gc.churn.G1_Survivor_Space","thrpt",1,10,"4,916068","0,100623","MB/sec",1000,test,6,foreach_apache
